continent_ct,country,iso3_country,year,sector,subsector,asset_type,activity,emissions_quantity,capacity,activity_diff,emissions_quantity_diff,count,emissions_factor
Africa,Togo,TGO,2022,forestry-and-land-use,net-shrubgrass,non-assets,,,,,,,
Africa,Togo,TGO,2022,forestry-and-land-use,net-shrubgrass,assets,0.0,-15727340.609678002,0.0,0.0,-14411328.030114,46.0,-inf
Africa,Togo,TGO,2022,forestry-and-land-use,net-wetland,non-assets,,,,,,,
Africa,Togo,TGO,2022,forestry-and-land-use,net-wetland,assets,0.0,-501525.3334052125,0.0,0.0,-296782.819836,40.0,-inf
Africa,Togo,TGO,2022,forestry-and-land-use,water-reservoirs,non-assets,,,,,,,
Africa,Togo,TGO,2022,forestry-and-land-use,water-reservoirs,assets,256899999.99999997,0.0,256899999.99999997,0.0,0.0,1.0,0.0
Africa,Togo,TGO,2022,manufacturing,cement,non-assets,,,,,,,
Africa,Togo,TGO,2022,manufacturing,cement,assets,709506.0,574226.0,51333326.0,-435826.0,-352744.0,2.0,0.809332126860097
Africa,Togo,TGO,2022,power,electricity-generation,non-assets,,,,,,,
Africa,Togo,TGO,2022,power,electricity-generation,assets,0.0,0.0,680.0,0.0,0.0,2.0,
Africa,Togo,TGO,2022,transportation,domestic-aviation,non-assets,,,,,,,
Africa,Togo,TGO,2022,transportation,domestic-aviation,assets,0.0,0.0,0.0,0.0,0.0,1.0,
Africa,Togo,TGO,2022,transportation,international-aviation,non-assets,,,,,,,
Africa,Togo,TGO,2022,transportation,international-aviation,assets,402683.21747346176,1272478.967216139,81552.0,97910.911095,309398.479061,1.0,3.1599999999999997
Africa,Togo,TGO,2022,transportation,road-transportation,non-assets,,,,,,,
Africa,Togo,TGO,2022,transportation,road-transportation,assets,20689549077.98455,2881492.4739889083,23486.056255045143,154224288.274108,21449.829856000004,25.0,0.00013927285041968665
Africa,Togo,TGO,2022,waste,solid-waste-disposal,non-assets,,,,,,,
Africa,Togo,TGO,2022,waste,solid-waste-disposal,assets,1361010.3199999998,0.0,0.0,0.0,0.0,6.0,0.0
Africa,Togo,TGO,2023,manufacturing,cement,non-assets,,,,,,,
Africa,Togo,TGO,2023,manufacturing,cement,assets,118508.0,95912.0,9333332.0,-590998.0,-478314.0,2.0,0.8093293279778581
Africa,Tunisia,TUN,2015,agriculture,cropland-fires,non-assets,,,,,,,
Africa,Tunisia,TUN,2015,agriculture,cropland-fires,assets,0.0,311659.0255462089,0.0,0.0,0.0,166.0,inf
Africa,Tunisia,TUN,2015,agriculture,enteric-fermentation-cattle-pasture,non-assets,,,,,,,
Africa,Tunisia,TUN,2015,agriculture,enteric-fermentation-cattle-pasture,assets,2602479.999299924,0.0,3664735593.354555,0.0,0.0,266.0,0.0
Africa,Tunisia,TUN,2015,agriculture,manure-left-on-pasture-cattle,non-assets,,,,,,,
Africa,Tunisia,TUN,2015,agriculture,manure-left-on-pasture-cattle,assets,5204959.998599846,0.0,3664735593.354555,0.0,0.0,266.0,0.0
Africa,Tunisia,TUN,2015,forestry-and-land-use,water-reservoirs,non-assets,,,,,,,
Africa,Tunisia,TUN,2015,forestry-and-land-use,water-reservoirs,assets,226900000.0,0.0,226900000.0,0.0,0.0,23.0,0.0
Africa,Tunisia,TUN,2015,fossil-fuel-operations,oil-and-gas-refining,non-assets,,,,,,,
Africa,Tunisia,TUN,2015,fossil-fuel-operations,oil-and-gas-refining,assets,127289.25618,889113.0618,204000.0,0.0,0.0,1.0,6.984981203305198
